text,source,datetime,location,user_id
Very satisfied with the product.,Facebook,2024-10-11 00:57:14,"Jonesstad, New Mexico, Belgium",UID96554
No complaints.,Facebook,2024-02-18 13:14:15,"Hatfieldburgh, Wisconsin, Botswana",UID73094
Customer support was unhelpful.,Mobile App,2023-06-03 06:07:58,"Port Andrewfort, Virginia, Slovenia",UID64041
Product matches the description.,Phone Call,2023-07-20 04:10:49,"Bradleymouth, Nevada, Malaysia",UID97622
Customer support was unhelpful.,Google,2024-02-14 07:01:25,"Port Brianmouth, Alabama, Tuvalu",UID21809
Very disappointed.,Phone Call,2024-07-20 18:04:34,"Gambleland, Maryland, Jamaica",UID32318
Terrible experience.,Website,2025-03-14 11:59:41,"New Christopher, Georgia, Somalia",UID61124
I want a refund.,Chatbot,2025-03-25 05:21:52,"Schultzburgh, Indiana, Latvia",UID42110
It was okay.,Google,2025-02-03 04:47:48,"South Tricia, Nevada, Burundi",UID30137
Terrible experience.,Mobile App,2025-04-25 21:57:04,"North Jennifer, Louisiana, Latvia",UID85080
Terrible experience.,Website,2023-05-30 00:42:33,"East Philliptown, West Virginia, Heard Island and McDonald Islands",UID52719
Product matches the description.,Chatbot,2025-04-11 19:29:02,"Mckeeburgh, South Carolina, Brunei Darussalam",UID59775
Terrible experience.,Website,2024-04-03 19:12:27,"Chapmanbury, Missouri, Burkina Faso",UID11378
I want a refund.,Phone Call,2023-07-06 08:52:13,"East Keithville, Kentucky, Saint Barthelemy",UID22270
It was okay.,Chatbot,2024-06-25 12:24:52,"Kimtown, Georgia, Romania",UID75433
Excellent customer support!,Chatbot,2024-08-28 18:09:52,"Keyhaven, Delaware, Belgium",UID39359
No complaints.,Website,2024-07-27 18:46:42,"East Davidfurt, Vermont, Maldives",UID70457
Not worth the money.,Chatbot,2024-07-21 18:37:48,"Jamesshire, California, Congo",UID64420
It was okay.,Google,2024-12-21 15:07:34,"Saraburgh, Utah, Japan",UID99111
Very disappointed.,Website,2023-12-06 17:08:16,"Kerrport, New Hampshire, Mali",UID89874
No complaints.,Google,2025-05-09 06:01:04,"West Mark, South Carolina, Uganda",UID96017
Terrible experience.,Facebook,2023-08-31 13:49:45,"Fergusonborough, Indiana, Mongolia",UID85118
Terrible experience.,Phone Call,2023-08-28 09:00:43,"Hernandezberg, Oklahoma, Malaysia",UID67854
Customer support was unhelpful.,Chatbot,2023-09-26 08:27:35,"New Isaac, Vermont, Tajikistan",UID49074
Terrible experience.,Email,2024-05-16 02:51:51,"Kevinborough, North Dakota, Latvia",UID15013
Average experience.,Facebook,2023-07-04 07:25:10,"Sandraport, Maine, Anguilla",UID92516
Average experience.,Mobile App,2025-02-03 23:09:58,"Hannahfort, Massachusetts, Guinea",UID62546
Great service!,Facebook,2023-10-23 01:52:36,"West Tina, Illinois, Italy",UID95451
Terrible experience.,Mobile App,2025-03-04 16:04:30,"Port Thomasburgh, Washington, Norway",UID29017
It was okay.,Phone Call,2024-01-14 08:26:54,"West Emilytown, Vermont, Latvia",UID17053
Very disappointed.,Mobile App,2025-03-28 15:40:52,"South Lorettamouth, North Carolina, Monaco",UID43944
Very satisfied with the product.,Email,2024-04-17 14:17:57,"Potterborough, Vermont, Hong Kong",UID70597
It was okay.,Phone Call,2025-05-06 16:42:10,"North Joshuamouth, Wisconsin, Gabon",UID49381
It was okay.,Facebook,2024-02-16 08:03:31,"Obrienberg, New York, Tokelau",UID36801
Average experience.,Phone Call,2024-03-09 00:07:18,"South Jason, Indiana, Chad",UID35612
Product matches the description.,Chatbot,2025-04-27 00:22:56,"Sweeneyshire, Minnesota, Cook Islands",UID92810
Nothing special.,Email,2024-05-11 03:20:04,"West Larry, Oregon, Zambia",UID64475
Terrible experience.,Mobile App,2024-05-30 18:43:26,"East Samanthafurt, Pennsylvania, Germany",UID92392
Excellent customer support!,Website,2025-05-22 14:29:54,"West Debrabury, Nebraska, Nauru",UID86119
No complaints.,Mobile App,2023-09-29 19:16:06,"North Bethanyberg, Minnesota, Saint Barthelemy",UID67759
Customer support was unhelpful.,Chatbot,2025-02-11 07:21:52,"Joeport, West Virginia, Vietnam",UID18020
Not worth the money.,Website,2023-07-05 12:26:52,"New Todd, Alaska, Madagascar",UID77741
No complaints.,Chatbot,2025-05-12 13:31:17,"Joelfort, Alaska, Wallis and Futuna",UID14840
Very disappointed.,Google,2024-04-28 22:00:09,"Austinborough, New York, Ethiopia",UID87046
Product matches the description.,Email,2024-07-30 11:15:53,"Whitakerside, Florida, Japan",UID88816
Will recommend to others.,Website,2025-03-06 15:39:05,"South Omar, Florida, Estonia",UID81970
Very satisfied with the product.,Facebook,2024-03-30 17:18:49,"North Markshire, South Dakota, Nepal",UID16504
Nothing special.,Email,2024-10-09 22:09:49,"North Amy, Alaska, French Polynesia",UID42412
Great service!,Google,2024-10-26 01:32:36,"Kimberlyport, Alaska, Greece",UID26867
I want a refund.,Email,2023-06-25 09:31:07,"Kristenmouth, Pennsylvania, Faroe Islands",UID35563
Not worth the money.,Mobile App,2024-09-07 18:55:56,"South Kathleenbury, Michigan, Italy",UID12583
Great service!,Google,2024-09-29 21:35:02,"South Tiffany, Missouri, Belarus",UID66958
No complaints.,Website,2023-06-09 14:25:15,"Benjaminville, New York, Sri Lanka",UID19927
Customer support was unhelpful.,Mobile App,2023-08-16 07:10:58,"Johnberg, Oklahoma, Turks and Caicos Islands",UID20956
Nothing special.,Chatbot,2023-08-09 10:54:15,"Webbview, Alabama, Micronesia",UID89629
Excellent customer support!,Website,2024-09-15 15:54:30,"Thomasmouth, Mississippi, Palestinian Territory",UID32646
Average experience.,Facebook,2023-11-07 15:40:35,"Port Erinville, Mississippi, Saint Pierre and Miquelon",UID87389
Customer support was unhelpful.,Phone Call,2025-03-23 15:32:40,"Marcusland, Nebraska, French Southern Territories",UID21137
Customer support was unhelpful.,Chatbot,2023-11-09 11:26:39,"Lake Danielle, North Dakota, Bulgaria",UID57787
I want a refund.,Email,2024-07-03 08:46:26,"South Megan, New Jersey, Afghanistan",UID30514
Loved the experience.,Chatbot,2023-06-27 07:20:08,"Kingville, Oklahoma, Mayotte",UID58313
Terrible experience.,Chatbot,2024-04-13 06:03:23,"Port Andrea, Virginia, Vanuatu",UID81669
I want a refund.,Mobile App,2024-06-11 08:16:18,"Tracyville, Pennsylvania, Peru",UID97579
Very satisfied with the product.,Google,2024-07-20 17:24:11,"Morrowborough, Arkansas, Poland",UID10752
Nothing special.,Phone Call,2024-05-01 22:01:30,"Heatherstad, New Mexico, Switzerland",UID29377
Nothing special.,Email,2024-07-26 10:19:32,"Serranoville, Missouri, Ghana",UID39202
Will recommend to others.,Google,2025-03-24 14:33:07,"Craigborough, Alabama, Argentina",UID81194
I want a refund.,Email,2024-12-15 16:44:35,"East Frank, Nebraska, French Guiana",UID75254
Will recommend to others.,Chatbot,2024-04-02 22:29:25,"North Robert, Nevada, Libyan Arab Jamahiriya",UID35413
I want a refund.,Chatbot,2023-10-07 09:46:26,"South Kimberly, Pennsylvania, Nigeria",UID63731
Customer support was unhelpful.,Google,2024-01-18 21:41:15,"Lake Michelleburgh, North Carolina, Reunion",UID63810
Average experience.,Phone Call,2024-10-25 23:42:05,"New Richard, Washington, Sao Tome and Principe",UID75383
Customer support was unhelpful.,Website,2024-06-26 16:05:55,"East Ryanberg, Wyoming, Moldova",UID98590
Not worth the money.,Facebook,2023-07-08 04:28:36,"North Michael, South Dakota, Tuvalu",UID69618
Nothing special.,Email,2023-09-29 00:26:01,"Lake Ryan, Tennessee, Slovenia",UID42163
Great service!,Facebook,2024-07-08 12:40:24,"Lake Kristenmouth, Idaho, Morocco",UID82171
Very disappointed.,Email,2024-10-09 01:47:40,"West Taylor, Illinois, Jamaica",UID81608
Excellent customer support!,Mobile App,2023-11-24 15:42:44,"Schmidtberg, Iowa, Andorra",UID51430
Not worth the money.,Phone Call,2024-02-03 13:24:45,"East Meagan, Florida, Jamaica",UID55956
Will recommend to others.,Email,2023-07-03 14:13:03,"North Cynthiaside, South Dakota, Botswana",UID24563
It was okay.,Website,2025-04-15 23:52:53,"East Samantha, New Mexico, Croatia",UID79439
Great service!,Facebook,2024-07-07 13:01:55,"Port Charlesberg, Hawaii, Benin",UID83664
No complaints.,Chatbot,2023-09-09 14:49:26,"Conniechester, Minnesota, Western Sahara",UID65111
I want a refund.,Mobile App,2023-09-02 23:09:05,"North Chrismouth, South Dakota, Faroe Islands",UID44078
Customer support was unhelpful.,Mobile App,2024-02-09 03:34:49,"Port Brandon, Minnesota, Romania",UID20404
Nothing special.,Mobile App,2023-07-05 14:44:10,"New Samanthaland, California, Netherlands",UID79650
No complaints.,Mobile App,2024-09-26 02:23:01,"Wilsonhaven, Alaska, Madagascar",UID59404
Very satisfied with the product.,Phone Call,2025-02-08 22:03:45,"Courtneyland, Vermont, Bahrain",UID93099
Customer support was unhelpful.,Phone Call,2025-03-07 00:23:21,"Andrewport, Connecticut, Chad",UID53318
Loved the experience.,Google,2025-02-26 14:45:05,"Lake Melissa, Arkansas, Taiwan",UID49367
Customer support was unhelpful.,Website,2023-07-24 16:59:02,"East Rebeccamouth, Wyoming, Serbia",UID85245
Terrible experience.,Google,2025-05-20 09:27:21,"Brianhaven, Idaho, Indonesia",UID72850
Nothing special.,Google,2024-05-23 23:05:08,"East Ashleeshire, New York, Egypt",UID66413
Excellent customer support!,Facebook,2024-08-02 00:20:08,"South Christinaville, Maine, Netherlands Antilles",UID90757
Will recommend to others.,Facebook,2023-11-29 17:09:24,"Pruittville, Rhode Island, Bermuda",UID33765
Very satisfied with the product.,Website,2023-06-20 07:14:33,"Mitchellport, Delaware, Equatorial Guinea",UID37097
Product matches the description.,Google,2024-03-18 02:16:37,"Port Troychester, California, Armenia",UID47787
Very disappointed.,Website,2024-08-08 11:09:33,"Angelaport, Ohio, Saint Kitts and Nevis",UID31573
Excellent customer support!,Website,2023-11-28 18:54:06,"Sarahland, Hawaii, Lao People's Democratic Republic",UID11136
Very disappointed.,Website,2024-02-11 13:24:50,"South Julie, Maryland, Uzbekistan",UID72028
Very satisfied with the product.,Facebook,2025-03-30 11:37:20,"Mendezton, Minnesota, Cocos (Keeling) Islands",UID91830
I want a refund.,Mobile App,2025-01-10 00:58:24,"Lake James, Washington, Panama",UID31475
It was okay.,Website,2024-12-06 21:29:15,"Thomastown, Wyoming, Senegal",UID56583
Product matches the description.,Mobile App,2025-02-16 21:12:57,"South Andreastad, Washington, Italy",UID40964
Customer support was unhelpful.,Facebook,2023-10-22 12:34:53,"Conradview, Arizona, Niue",UID84991
Average experience.,Email,2025-05-22 12:31:08,"Allisonmouth, North Carolina, Mexico",UID25053
No complaints.,Facebook,2023-07-22 13:41:17,"New Nathanmouth, New Mexico, Belize",UID67551
Customer support was unhelpful.,Chatbot,2024-05-26 13:55:32,"South Meganstad, New Mexico, Japan",UID40388
Customer support was unhelpful.,Website,2025-04-22 12:54:32,"Blankenshipmouth, California, Azerbaijan",UID36867
Product matches the description.,Chatbot,2025-03-17 17:43:35,"Garciaton, Maine, China",UID79300
Average experience.,Email,2025-01-20 04:58:57,"East Andrewborough, Virginia, Saint Martin",UID69034
I want a refund.,Chatbot,2024-02-21 19:58:10,"New Peter, Georgia, Togo",UID88066
Average experience.,Chatbot,2024-06-18 15:47:18,"West Cindymouth, Ohio, Angola",UID57475
Very disappointed.,Google,2023-06-03 02:18:40,"Galvanside, Missouri, Tuvalu",UID24841
No complaints.,Email,2023-08-25 06:14:19,"Jacobston, North Dakota, Ghana",UID43182
Not worth the money.,Phone Call,2023-12-03 09:50:42,"Jennifermouth, Massachusetts, Bahamas",UID88764
Very disappointed.,Mobile App,2024-12-26 14:49:02,"Evanshaven, Connecticut, Eritrea",UID41871
Average experience.,Google,2024-01-14 04:16:33,"Joelshire, Kentucky, Fiji",UID54426
Not worth the money.,Mobile App,2024-04-09 20:04:20,"South Raymond, Nebraska, Sierra Leone",UID72486
Not worth the money.,Google,2023-11-11 02:50:05,"Codyhaven, Connecticut, Rwanda",UID67486
Nothing special.,Facebook,2025-02-25 04:51:03,"New Nicole, Iowa, Comoros",UID28560
Excellent customer support!,Website,2023-12-29 18:15:59,"Stacymouth, Michigan, United Arab Emirates",UID77530
Customer support was unhelpful.,Website,2023-10-13 20:27:16,"South Steven, Utah, Korea",UID60264
Excellent customer support!,Facebook,2023-08-03 23:04:44,"West Amanda, Rhode Island, Sweden",UID81864
No complaints.,Mobile App,2024-10-10 11:06:20,"Wilsonfurt, Alaska, Azerbaijan",UID53530
Customer support was unhelpful.,Email,2023-07-28 15:43:06,"North Darren, Utah, Nigeria",UID97662
Nothing special.,Google,2024-06-12 09:50:53,"Jonesside, New Mexico, Palestinian Territory",UID34562
It was okay.,Chatbot,2024-09-08 06:00:35,"Wadehaven, Tennessee, Tanzania",UID13731
Will recommend to others.,Email,2024-08-18 14:29:07,"New Melissa, Arkansas, Montserrat",UID11611
Not worth the money.,Website,2023-07-10 11:53:27,"Lynnberg, Massachusetts, Mexico",UID24851
Terrible experience.,Mobile App,2024-01-13 21:46:50,"Port Laceytown, Nebraska, Western Sahara",UID52216
Average experience.,Website,2023-10-19 01:17:00,"Anthonyview, Nebraska, Romania",UID14248
I want a refund.,Facebook,2024-03-20 05:26:33,"Smithtown, Nebraska, Malaysia",UID84927
Will recommend to others.,Website,2024-08-09 06:24:58,"Port Rachaelstad, West Virginia, Heard Island and McDonald Islands",UID34235
Customer support was unhelpful.,Google,2024-12-17 00:59:29,"Port William, Wyoming, Sao Tome and Principe",UID96207
Product matches the description.,Facebook,2024-09-01 14:02:09,"Gonzalezside, Kentucky, Anguilla",UID27659
Excellent customer support!,Google,2024-05-04 01:52:09,"West Nicoleshire, Alaska, China",UID42369
Very satisfied with the product.,Website,2023-12-21 04:02:08,"South Tammyville, New York, Kiribati",UID41030
Will recommend to others.,Phone Call,2023-09-09 23:44:22,"South Ashley, New Hampshire, Senegal",UID35526
Average experience.,Email,2023-11-20 18:12:17,"New Meghanmouth, Iowa, Sudan",UID71905
I want a refund.,Chatbot,2025-03-09 17:03:52,"Port Brian, Utah, Namibia",UID81001
Excellent customer support!,Mobile App,2023-09-28 06:02:20,"Davidhaven, Nevada, Finland",UID30503
Nothing special.,Chatbot,2024-05-08 21:00:33,"West Allisonmouth, Arizona, Chile",UID25733
Product matches the description.,Facebook,2023-11-01 09:31:18,"East Kimberlyport, Virginia, Faroe Islands",UID78858
I want a refund.,Mobile App,2025-03-08 08:26:14,"Martinezstad, Missouri, Guinea-Bissau",UID92471
Customer support was unhelpful.,Email,2023-07-06 00:57:53,"Port Thomas, Massachusetts, Saint Pierre and Miquelon",UID95411
Nothing special.,Phone Call,2024-11-26 11:55:30,"North Toddside, North Carolina, Cyprus",UID72402
Very satisfied with the product.,Phone Call,2025-04-17 22:56:47,"South Amanda, Arkansas, Belgium",UID65695
Great service!,Email,2023-09-14 22:57:01,"East Jenniferville, Massachusetts, Sri Lanka",UID71454
Terrible experience.,Email,2023-09-15 02:42:22,"Mayerburgh, Arkansas, Liberia",UID94046
Nothing special.,Phone Call,2024-10-19 22:52:12,"Jenningsshire, Mississippi, Rwanda",UID67323
Customer support was unhelpful.,Facebook,2025-02-14 10:58:31,"Edwardsmouth, Connecticut, Saint Lucia",UID84608
I want a refund.,Mobile App,2025-01-03 08:26:21,"Dyermouth, Georgia, Heard Island and McDonald Islands",UID75961
Not worth the money.,Facebook,2023-06-08 00:41:20,"South Melissamouth, Kansas, Jamaica",UID17241
Average experience.,Website,2024-02-17 00:37:06,"Langshire, Kentucky, Myanmar",UID57683
It was okay.,Mobile App,2024-11-17 15:47:03,"Port Pamela, Indiana, British Indian Ocean Territory (Chagos Archipelago)",UID28415
Product matches the description.,Google,2024-09-29 04:30:40,"Danieltown, South Dakota, Micronesia",UID89927
It was okay.,Chatbot,2023-07-26 17:41:28,"Huntland, Iowa, Greenland",UID20707
Very satisfied with the product.,Email,2025-03-13 17:42:15,"Joneston, Pennsylvania, Portugal",UID40319
Nothing special.,Chatbot,2023-10-26 22:05:20,"Colemanville, New Mexico, Ireland",UID29341
Not worth the money.,Google,2024-03-01 19:56:39,"New Kimberlybury, New Jersey, Syrian Arab Republic",UID68804
Nothing special.,Website,2024-03-15 04:29:14,"South Carlosmouth, California, Bulgaria",UID47964
Terrible experience.,Facebook,2024-02-26 20:12:28,"Haleymouth, Minnesota, Mauritania",UID53590
Average experience.,Chatbot,2023-12-19 03:15:23,"New Darryl, Texas, Lesotho",UID20277
Average experience.,Mobile App,2024-07-15 20:10:49,"Port Mary, Nebraska, Ethiopia",UID75519
Great service!,Mobile App,2023-07-11 02:33:41,"West Sarah, Louisiana, Gambia",UID67943
Terrible experience.,Email,2023-11-03 16:52:31,"Bryanhaven, North Dakota, Grenada",UID82239
Product matches the description.,Google,2024-11-11 01:12:35,"Brittneyland, Arkansas, Madagascar",UID46432
Average experience.,Email,2024-05-15 13:24:42,"Rodriguezmouth, Nevada, Honduras",UID21869
No complaints.,Phone Call,2024-12-12 02:16:36,"West Tracy, Alabama, Tajikistan",UID82491
Very disappointed.,Email,2023-10-25 00:44:41,"New Rogerhaven, Illinois, Central African Republic",UID97982
Average experience.,Facebook,2023-07-13 04:50:48,"South Suzanneborough, Oklahoma, Saint Martin",UID74860
Not worth the money.,Phone Call,2024-11-08 19:22:59,"Murphyport, Iowa, Kenya",UID36277
No complaints.,Phone Call,2023-05-29 10:02:52,"North Davidfurt, Rhode Island, Mozambique",UID10290
Terrible experience.,Chatbot,2023-10-12 15:23:22,"Wongberg, Kentucky, Montenegro",UID61364
I want a refund.,Chatbot,2025-05-10 13:51:39,"Russellbury, Maryland, Suriname",UID72550
Very satisfied with the product.,Email,2024-07-15 07:58:23,"Wellsfurt, Arizona, Bhutan",UID38432
Average experience.,Facebook,2023-11-15 02:57:13,"North Jenniferside, Nevada, Bulgaria",UID69433
It was okay.,Website,2023-12-15 14:26:14,"Jamesville, Massachusetts, Saudi Arabia",UID20757
Great service!,Mobile App,2024-06-12 07:34:19,"New Shirleyfurt, Michigan, Burkina Faso",UID89430
Customer support was unhelpful.,Google,2023-10-13 21:43:23,"Wilsontown, Montana, Malta",UID18496
Excellent customer support!,Facebook,2023-12-14 16:31:10,"Hendersonchester, Minnesota, Togo",UID51624
I want a refund.,Google,2024-04-15 01:42:05,"Amberton, Maine, Colombia",UID82455
Very disappointed.,Phone Call,2024-10-02 01:55:58,"Lake Bryanmouth, Louisiana, Mozambique",UID34007
I want a refund.,Website,2024-05-11 07:24:07,"South Kevin, Nebraska, Lithuania",UID39411
I want a refund.,Phone Call,2023-07-23 01:11:11,"Port Christian, Hawaii, French Southern Territories",UID82973
Great service!,Website,2024-09-10 04:52:30,"Reynoldsport, California, Gibraltar",UID85170
Will recommend to others.,Facebook,2024-02-24 01:03:18,"Calderonberg, Delaware, Philippines",UID39189
Very disappointed.,Mobile App,2023-12-05 11:28:41,"Lake Tiffanyland, Kansas, Mozambique",UID41632
Very satisfied with the product.,Chatbot,2024-03-15 19:31:55,"Port Brittany, Vermont, Turks and Caicos Islands",UID35194
It was okay.,Phone Call,2023-07-02 23:46:11,"Port Lauren, Hawaii, Montserrat",UID79360
I want a refund.,Google,2024-05-11 06:39:30,"Tuckerburgh, Idaho, Singapore",UID14369
I want a refund.,Website,2023-06-08 12:38:17,"Patrickland, Wyoming, Uruguay",UID99583
Nothing special.,Phone Call,2024-10-07 08:14:51,"East Staceytown, Tennessee, Rwanda",UID65712
It was okay.,Mobile App,2023-11-19 12:50:20,"South Robert, Wisconsin, Togo",UID68070
Loved the experience.,Email,2024-08-27 08:02:38,"Loriport, Rhode Island, Cambodia",UID61729
Not worth the money.,Chatbot,2024-06-13 23:22:58,"South Thomas, Louisiana, French Polynesia",UID64232
Very satisfied with the product.,Mobile App,2024-06-10 16:34:41,"East Susan, Michigan, Korea",UID73012
Not worth the money.,Email,2023-08-23 14:58:13,"Stephaniestad, Louisiana, Monaco",UID56625
Terrible experience.,Chatbot,2025-01-06 08:35:44,"Fernandezfort, Hawaii, Korea",UID52879
Very disappointed.,Phone Call,2024-11-10 08:59:51,"Williamsland, Washington, China",UID10393
Customer support was unhelpful.,Mobile App,2025-04-24 15:14:22,"South Vincentfort, Colorado, Hungary",UID96368
Will recommend to others.,Facebook,2024-08-23 22:04:00,"Josephburgh, Tennessee, Yemen",UID48491
Loved the experience.,Website,2024-08-04 13:24:29,"New Nicholas, Idaho, Faroe Islands",UID79886
No complaints.,Chatbot,2024-06-12 18:30:01,"North Kyleshire, Utah, Palestinian Territory",UID75823
It was okay.,Facebook,2024-03-10 08:44:24,"Sheilaview, New Mexico, Zambia",UID92337
Average experience.,Phone Call,2023-08-24 10:42:21,"North Benjamin, Iowa, Benin",UID52642
Product matches the description.,Google,2024-03-19 04:56:58,"New Bradleyside, Idaho, Faroe Islands",UID37686
Customer support was unhelpful.,Email,2023-09-13 08:30:33,"New Cynthia, New Mexico, Northern Mariana Islands",UID48267
Customer support was unhelpful.,Chatbot,2024-04-30 21:57:10,"Steelemouth, Illinois, Brunei Darussalam",UID29526
Excellent customer support!,Facebook,2024-09-22 12:20:09,"New Craig, New Mexico, Reunion",UID30043
Very disappointed.,Facebook,2024-02-15 08:04:22,"West Wayneport, Delaware, Mozambique",UID47520
Will recommend to others.,Facebook,2025-01-07 08:18:43,"Williamview, Nebraska, Sweden",UID71199
Average experience.,Email,2024-01-11 09:05:25,"North Michellehaven, Alabama, Tajikistan",UID42072
Very satisfied with the product.,Mobile App,2023-11-23 06:36:40,"Richardton, Vermont, Andorra",UID11805
It was okay.,Mobile App,2024-04-19 02:33:14,"Port Robertoborough, Ohio, South Africa",UID99198
Great service!,Website,2023-12-18 21:20:43,"Allenland, Alaska, Senegal",UID93258
Customer support was unhelpful.,Mobile App,2024-11-13 13:40:54,"Sancheztown, Utah, Kazakhstan",UID21708
Will recommend to others.,Facebook,2023-10-04 08:41:34,"New Nathanside, Florida, Burundi",UID46109
Not worth the money.,Facebook,2024-03-27 07:27:09,"South Johnton, Michigan, Finland",UID15517
Will recommend to others.,Website,2024-03-24 13:09:20,"Cherylmouth, South Carolina, Angola",UID82351
Very disappointed.,Chatbot,2025-01-02 11:36:12,"South Michaelburgh, Maryland, Bahamas",UID82578
Nothing special.,Google,2024-11-19 05:54:17,"North Shawnstad, Alaska, French Guiana",UID92076
Very disappointed.,Mobile App,2024-08-28 16:38:04,"West Shannon, Delaware, France",UID84800
It was okay.,Chatbot,2023-08-07 12:57:05,"South Sheri, Alaska, Belarus",UID60387
I want a refund.,Phone Call,2025-03-08 18:22:18,"Johnhaven, New York, Nauru",UID50337
Nothing special.,Website,2025-05-15 09:35:17,"Lake Amber, Pennsylvania, Chile",UID67290
Average experience.,Chatbot,2024-08-30 08:31:22,"East Madisonhaven, Utah, British Virgin Islands",UID95128
It was okay.,Chatbot,2024-12-16 17:57:36,"Lake Angelafort, Louisiana, Uganda",UID39525
Product matches the description.,Google,2024-10-14 19:17:44,"North Kirstenview, Iowa, Sao Tome and Principe",UID83717
Very satisfied with the product.,Website,2023-09-15 04:46:58,"Martinview, Indiana, Chad",UID73863
Loved the experience.,Website,2023-11-16 13:33:19,"Cruzborough, Massachusetts, Honduras",UID57555
I want a refund.,Chatbot,2024-05-28 21:45:48,"New Joshua, Georgia, France",UID22750
Very disappointed.,Email,2025-02-20 22:18:16,"Jacksonberg, Hawaii, United Kingdom",UID38957
Will recommend to others.,Facebook,2024-04-20 00:01:41,"Sarahberg, North Carolina, Tonga",UID48900
Nothing special.,Website,2023-12-05 00:14:18,"East Kevin, Kansas, Cayman Islands",UID45670
No complaints.,Chatbot,2024-09-29 07:11:55,"Williamsborough, Idaho, Burkina Faso",UID63342
Terrible experience.,Chatbot,2023-09-20 07:01:23,"Riveraville, New York, Pakistan",UID89622
Great service!,Chatbot,2025-04-16 19:42:19,"Allisonport, Utah, Faroe Islands",UID14569
Not worth the money.,Google,2024-10-29 08:41:15,"Port Stephentown, South Carolina, Suriname",UID87555
No complaints.,Facebook,2025-02-10 04:16:16,"Lake Lauraland, Virginia, Samoa",UID45812
No complaints.,Phone Call,2024-08-14 21:36:17,"West Jessica, Texas, Cambodia",UID81268
Product matches the description.,Mobile App,2023-12-30 06:46:36,"Port Melissachester, Iowa, Guinea-Bissau",UID92833
Will recommend to others.,Facebook,2025-02-14 09:38:42,"Woodberg, North Carolina, Qatar",UID49530
Excellent customer support!,Mobile App,2024-06-24 14:48:48,"East Anthony, South Carolina, Cyprus",UID24351
Product matches the description.,Facebook,2024-08-26 01:29:05,"Tateside, Arizona, Svalbard & Jan Mayen Islands",UID84007
No complaints.,Mobile App,2023-06-16 10:42:38,"New Jerry, New Hampshire, Kazakhstan",UID37624
Very satisfied with the product.,Phone Call,2024-07-14 06:50:48,"Mariaview, Minnesota, Guam",UID11823
No complaints.,Facebook,2023-12-22 06:06:27,"Justinport, Georgia, Slovenia",UID62166
I want a refund.,Email,2024-09-04 05:05:58,"Morsefort, Georgia, Japan",UID23454
Great service!,Google,2024-08-05 11:04:19,"East Laura, Indiana, Spain",UID92143
Average experience.,Mobile App,2023-12-09 21:41:28,"East Todd, Minnesota, Holy See (Vatican City State)",UID89002
Loved the experience.,Email,2024-11-12 11:54:16,"Littlebury, New York, Mauritania",UID22573
Very disappointed.,Facebook,2024-02-15 02:56:54,"East Tanyaborough, California, Botswana",UID59941
Not worth the money.,Website,2025-03-28 16:21:28,"Riveraville, Georgia, Tokelau",UID63589
Terrible experience.,Website,2025-05-08 09:31:49,"Kingfurt, Vermont, Samoa",UID67565
Great service!,Google,2024-09-15 19:17:11,"Wallacestad, New Hampshire, Antigua and Barbuda",UID55767
Very satisfied with the product.,Facebook,2024-02-26 01:06:49,"Rodriguezfort, Colorado, Guyana",UID26676
Customer support was unhelpful.,Email,2024-09-21 00:09:00,"Lake Amberbury, Iowa, Djibouti",UID75611
Customer support was unhelpful.,Google,2024-03-06 03:30:53,"Jacksonstad, Michigan, Andorra",UID31207
Average experience.,Mobile App,2023-08-29 21:20:38,"West Kathryn, Maryland, Bouvet Island (Bouvetoya)",UID93738
Average experience.,Mobile App,2025-01-06 19:04:54,"Lake Jessicaview, Colorado, Belarus",UID46712
Very disappointed.,Email,2025-04-21 06:24:42,"South James, Texas, Burundi",UID17854
No complaints.,Chatbot,2023-06-14 04:12:20,"East Antonio, New Jersey, Denmark",UID76271
Product matches the description.,Facebook,2025-02-20 23:46:36,"Port David, Nevada, Singapore",UID71111
Loved the experience.,Facebook,2023-06-26 08:33:16,"Ryanside, Vermont, Samoa",UID54151
Very disappointed.,Mobile App,2024-10-06 23:21:39,"Fishertown, Wisconsin, Liberia",UID14826
Terrible experience.,Mobile App,2023-06-08 15:12:55,"Romanside, Ohio, Ireland",UID20811
Not worth the money.,Mobile App,2025-02-08 01:35:35,"New Kaitlyn, North Carolina, Timor-Leste",UID21477
Not worth the money.,Facebook,2024-05-12 16:24:34,"Stephanieside, Connecticut, Montserrat",UID44722
Very disappointed.,Website,2023-10-05 03:09:33,"Audreyland, Colorado, Andorra",UID34294
Not worth the money.,Website,2023-09-03 19:03:03,"Bonnieborough, North Dakota, Tokelau",UID55220
No complaints.,Chatbot,2023-10-21 10:19:06,"Alexisshire, Kansas, Cameroon",UID92951
Excellent customer support!,Phone Call,2025-05-21 00:17:49,"Woodberg, South Carolina, Saint Helena",UID64275
No complaints.,Website,2024-03-23 15:04:09,"Melaniefurt, Illinois, Tunisia",UID58380
Very disappointed.,Chatbot,2024-11-10 15:04:47,"North Heather, Colorado, Tanzania",UID98233
It was okay.,Phone Call,2023-12-01 04:26:15,"Port Randymouth, Wyoming, Congo",UID38730
Product matches the description.,Email,2023-10-30 09:08:19,"East Caroline, Montana, United States Minor Outlying Islands",UID15837
